QueryID,Tables,postgres_Estimate
778,MI_IDX MK T,40173
778,MC MK T,72729
778,MC MI_IDX T,52558
778,MI MI_IDX MK,42398
778,MC MI MK,43233
778,MC MI MI_IDX,40653
778,MC MI_IDX MK,44453
778,MI MI_IDX MK T,102264
778,MC MI MK T,43329
778,MC MI MI_IDX T,40120
778,MC MI_IDX MK T,51777
778,MC MI MI_IDX MK,50296
778,MC MI MI_IDX MK T,49413
779,MI T,14636414
779,MK T,16348503
779,MI_IDX T,16174025
779,MC T,14224643
779,MI MK,15678375
779,MI MI_IDX,15882158
779,MC MI,16243941
779,MI_IDX MK,15358563
779,MC MK,15747900
779,MC MI_IDX,16954046
779,MI MK T,16373007
779,MI MI_IDX T,17729841
779,MC MI T,17130179
779,MI_IDX MK T,17907031
779,MC MK T,14859527
779,MC MI_IDX T,16148268
779,MI MI_IDX MK,15369388
779,MC MI MK,14569575
779,MC MI MI_IDX,16692914
779,MC MI_IDX MK,15123821
779,MI MI_IDX MK T,17513562
779,MC MI MK T,16223903
779,MC MI MI_IDX T,15447358
779,MC MI_IDX MK T,16479397
779,MC MI MI_IDX MK,14237651
779,MC MI MI_IDX MK T,14764917
780,MI T,2466331
780,MK T,2495702
780,MI_IDX T,2338693
780,MC T,2527994
780,MI MK,2127045
780,MI MI_IDX,2310868
780,MC MI,2421677
780,MI_IDX MK,2682425
780,MC MK,2396801
780,MC MI_IDX,2385300
780,MI MK T,2116351
780,MI MI_IDX T,2351285
780,MC MI T,2146954
780,MI_IDX MK T,2352392
780,MC MK T,2419086
780,MC MI_IDX T,2497887
780,MI MI_IDX MK,2813641
780,MC MI MK,2442301
780,MC MI MI_IDX,2210088
780,MC MI_IDX MK,2440721
780,MI MI_IDX MK T,2204902
780,MC MI MK T,2302725
780,MC MI MI_IDX T,2206957
780,MC MI_IDX MK T,2362280
780,MC MI MI_IDX MK,2459722
780,MC MI MI_IDX MK T,2234222
781,MI T,344
781,MK T,319
781,MI_IDX T,323
781,MC T,332
781,MI MK,323
781,MI MI_IDX,328
781,MC MI,353
781,MI_IDX MK,362
781,MC MK,306
781,MC MI_IDX,360
781,MI MK T,321
781,MI MI_IDX T,358
781,MC MI T,351
781,MI_IDX MK T,292
781,MC MK T,326
781,MC MI_IDX T,346
781,MI MI_IDX MK,375
781,MC MI MK,324
781,MC MI MI_IDX,328
781,MC MI_IDX MK,351
781,MI MI_IDX MK T,345
781,MC MI MK T,321
781,MC MI MI_IDX T,324
781,MC MI_IDX MK T,349
781,MC MI MI_IDX MK,352
781,MC MI MI_IDX MK T,353
782,MI T,57
782,MK T,3
782,MI_IDX T,3
782,MC T,60
782,MI MK,69
782,MI MI_IDX,71
782,MC MI,3
782,MI_IDX MK,61
782,MC MK,65
782,MC MI_IDX,57
782,MI MK T,74
782,MI MI_IDX T,4
782,MC MI T,54
782,MI_IDX MK T,50
782,MC MK T,54
782,MC MI_IDX T,47
782,MI MI_IDX MK,66
782,MC MI MK,3
782,MC MI MI_IDX,3
782,MC MI_IDX MK,3
782,MI MI_IDX MK T,53
782,MC MI MK T,3
782,MC MI MI_IDX T,62
782,MC MI_IDX MK T,4
782,MC MI MI_IDX MK,63
782,MC MI MI_IDX MK T,2
783,MI T,226
783,MK T,227
783,MI_IDX T,237
783,MC T,243
783,MI MK,237
783,MI MI_IDX,214
783,MC MI,226
783,MI_IDX MK,254
783,MC MK,241
783,MC MI_IDX,230
783,MI MK T,235
783,MI MI_IDX T,246
783,MC MI T,234
783,MI_IDX MK T,255
783,MC MK T,241
783,MC MI_IDX T,220
783,MI MI_IDX MK,215
783,MC MI MK,224
783,MC MI MI_IDX,254
783,MC MI_IDX MK,243
783,MI MI_IDX MK T,235
783,MC MI MK T,219
783,MC MI MI_IDX T,224
783,MC MI_IDX MK T,206
783,MC MI MI_IDX MK,220
783,MC MI MI_IDX MK T,228
784,MI T,1
784,MK T,1
784,MI_IDX T,1
784,MC T,1
784,MI MK,1
784,MI MI_IDX,1
784,MC MI,1
784,MI_IDX MK,1
784,MC MK,1
784,MC MI_IDX,1
784,MI MK T,1
784,MI MI_IDX T,1
784,MC MI T,1
784,MI_IDX MK T,1
784,MC MK T,1
784,MC MI_IDX T,1
784,MI MI_IDX MK,1
784,MC MI MK,1
784,MC MI MI_IDX,1
784,MC MI_IDX MK,1
784,MI MI_IDX MK T,1
784,MC MI MK T,1
784,MC MI MI_IDX T,1
784,MC MI_IDX MK T,1
784,MC MI MI_IDX MK,1
784,MC MI MI_IDX MK T,1
785,MI T,1
785,MK T,1
785,MI_IDX T,1
785,MC T,1
785,MI MK,1
785,MI MI_IDX,1
785,MC MI,1
785,MI_IDX MK,1
785,MC MK,1
785,MC MI_IDX,1
785,MI MK T,1
785,MI MI_IDX T,1
785,MC MI T,1
785,MI_IDX MK T,1
785,MC MK T,1
785,MC MI_IDX T,1
785,MI MI_IDX MK,1
785,MC MI MK,1
785,MC MI MI_IDX,1
785,MC MI_IDX MK,1
785,MI MI_IDX MK T,1
785,MC MI MK T,1
785,MC MI MI_IDX T,1
785,MC MI_IDX MK T,1
785,MC MI MI_IDX MK,1
785,MC MI MI_IDX MK T,1
786,MI T,4706
786,MK T,3641
786,MI_IDX T,4131
786,MC T,200
786,MI MK,3212
786,MI MI_IDX,3425
786,MC MI,3943
786,MI_IDX MK,212
786,MC MK,3506
786,MC MI_IDX,4233
786,MI MK T,3295
786,MI MI_IDX T,3512
786,MC MI T,198
786,MI_IDX MK T,3851
786,MC MK T,3696
786,MC MI_IDX T,226
786,MI MI_IDX MK,3920
786,MC MI MK,4338
786,MC MI MI_IDX,4006
786,MC MI_IDX MK,211
786,MI MI_IDX MK T,176
786,MC MI MK T,197
786,MC MI MI_IDX T,5609
786,MC MI_IDX MK T,4150
786,MC MI MI_IDX MK,3433
786,MC MI MI_IDX MK T,199
787,MI T,1317675
787,MK T,1286411
787,MI_IDX T,1227616
787,MC T,1231698
787,MI MK,1648606
787,MI MI_IDX,1282602
787,MC MI,1323994
787,MI_IDX MK,1210248
787,MC MK,1296496
787,MC MI_IDX,1166592
787,MI MK T,1389377
787,MI MI_IDX T,1260382
787,MC MI T,1209188
787,MI_IDX MK T,1351989
787,MC MK T,1325535
787,MC MI_IDX T,1416518
787,MI MI_IDX MK,1277739
787,MC MI MK,1190144
787,MC MI MI_IDX,1404272
787,MC MI_IDX MK,1390458
787,MI MI_IDX MK T,1312745
787,MC MI MK T,1286401
787,MC MI MI_IDX T,1378534
787,MC MI_IDX MK T,1548675
787,MC MI MI_IDX MK,1468082
787,MC MI MI_IDX MK T,1418639
788,MI T,136
788,MK T,155
788,MI_IDX T,149
788,MC T,151
788,MI MK,144
788,MI MI_IDX,138
788,MC MI,165
788,MI_IDX MK,140
788,MC MK,168
788,MC MI_IDX,170
788,MI MK T,159
788,MI MI_IDX T,172
788,MC MI T,151
788,MI_IDX MK T,142
788,MC MK T,157
788,MC MI_IDX T,150
788,MI MI_IDX MK,144
788,MC MI MK,2587
788,MC MI MI_IDX,159
788,MC MI_IDX MK,134
788,MI MI_IDX MK T,148
788,MC MI MK T,161
788,MC MI MI_IDX T,171
788,MC MI_IDX MK T,155
788,MC MI MI_IDX MK,137
788,MC MI MI_IDX MK T,144
789,MI T,21613
789,MK T,18888
789,MI_IDX T,20478
789,MC T,22692
789,MI MK,23929
789,MI MI_IDX,21330
789,MC MI,21679
789,MI_IDX MK,19953
789,MC MK,26409
789,MC MI_IDX,21487
789,MI MK T,31779
789,MI MI_IDX T,24073
789,MC MI T,26364
789,MI_IDX MK T,20432
789,MC MK T,21766
789,MC MI_IDX T,22492
789,MI MI_IDX MK,21364
789,MC MI MK,26189
789,MC MI MI_IDX,21212
789,MC MI_IDX MK,17970
789,MI MI_IDX MK T,28692
789,MC MI MK T,23318
789,MC MI MI_IDX T,23925
789,MC MI_IDX MK T,28789
789,MC MI MI_IDX MK,23289
789,MC MI MI_IDX MK T,18400
790,MI T,27624433
790,MK T,31849380
790,MI_IDX T,28032436
790,MC T,35002117
790,MI MK,30870779
790,MI MI_IDX,29649661
790,MC MI,27927471
790,MI_IDX MK,31385173
790,MC MK,29950264
790,MC MI_IDX,31927727
790,MI MK T,28154744
790,MI MI_IDX T,30829128
790,MC MI T,25841516
790,MI_IDX MK T,30763587
790,MC MK T,31606140
790,MC MI_IDX T,30495606
790,MI MI_IDX MK,27233571
790,MC MI MK,29076864
790,MC MI MI_IDX,34220833
790,MC MI_IDX MK,32034430
790,MI MI_IDX MK T,29184347
790,MC MI MK T,26943046
790,MC MI MI_IDX T,35007835
790,MC MI_IDX MK T,29862010
790,MC MI MI_IDX MK,28397035
790,MC MI MI_IDX MK T,31406791
791,MI T,297113
791,MK T,317197
791,MI_IDX T,264131
791,MC T,290049
791,MI MK,304779
791,MI MI_IDX,313215
791,MC MI,317781
791,MI_IDX MK,306696
791,MC MK,297833
791,MC MI_IDX,346602
791,MI MK T,309698
791,MI MI_IDX T,310529
791,MC MI T,311592
791,MI_IDX MK T,357686
791,MC MK T,267037
791,MC MI_IDX T,291242
791,MI MI_IDX MK,317917
791,MC MI MK,330399
791,MC MI MI_IDX,317924
791,MC MI_IDX MK,278296
791,MI MI_IDX MK T,271358
791,MC MI MK T,323399
791,MC MI MI_IDX T,277374
791,MC MI_IDX MK T,295516
791,MC MI MI_IDX MK,298307
791,MC MI MI_IDX MK T,315896
792,MI T,4979
792,MK T,5435
792,MI_IDX T,5139
792,MC T,5258
792,MI MK,5016
792,MI MI_IDX,5019
792,MC MI,5815
792,MI_IDX MK,4601
792,MC MK,5353
792,MC MI_IDX,4882
792,MI MK T,5132
792,MI MI_IDX T,5693
792,MC MI T,5304
792,MI_IDX MK T,5035
792,MC MK T,5977
792,MC MI_IDX T,5591
792,MI MI_IDX MK,5281
792,MC MI MK,5112
792,MC MI MI_IDX,5169
792,MC MI_IDX MK,5487
792,MI MI_IDX MK T,5384
792,MC MI MK T,5076
792,MC MI MI_IDX T,5411
792,MC MI_IDX MK T,4650
792,MC MI MI_IDX MK,5707
792,MC MI MI_IDX MK T,5209
793,MI T,11898
793,MK T,13640
793,MI_IDX T,12202
793,MC T,12655
793,MI MK,13170
793,MI MI_IDX,12314
793,MC MI,12142
793,MI_IDX MK,13208
793,MC MK,223597
793,MC MI_IDX,12519
793,MI MK T,13983
793,MI MI_IDX T,13396
793,MC MI T,13438
793,MI_IDX MK T,14399
793,MC MK T,12679
793,MC MI_IDX T,12840
793,MI MI_IDX MK,12777
793,MC MI MK,13133
793,MC MI MI_IDX,244933
793,MC MI_IDX MK,12075
793,MI MI_IDX MK T,13807
793,MC MI MK T,11904
793,MC MI MI_IDX T,13850
793,MC MI_IDX MK T,15252
793,MC MI MI_IDX MK,13066
793,MC MI MI_IDX MK T,11096
794,MI T,1
794,MK T,1
794,MI_IDX T,1
794,MC T,1
794,MI MK,1
794,MI MI_IDX,1
794,MC MI,1
794,MI_IDX MK,1
794,MC MK,1
794,MC MI_IDX,1
794,MI MK T,1
794,MI MI_IDX T,1
794,MC MI T,1
794,MI_IDX MK T,1
794,MC MK T,1
794,MC MI_IDX T,1
794,MI MI_IDX MK,1
794,MC MI MK,1
794,MC MI MI_IDX,1
794,MC MI_IDX MK,1
794,MI MI_IDX MK T,1
794,MC MI MK T,1
794,MC MI MI_IDX T,1
794,MC MI_IDX MK T,1
794,MC MI MI_IDX MK,1
794,MC MI MI_IDX MK T,1
795,MI T,55
795,MK T,56
795,MI_IDX T,59
795,MC T,63
795,MI MK,56
795,MI MI_IDX,57
795,MC MI,54
795,MI_IDX MK,58
795,MC MK,61
795,MC MI_IDX,61
795,MI MK T,60
795,MI MI_IDX T,59
795,MC MI T,57
795,MI_IDX MK T,62
795,MC MK T,67
795,MC MI_IDX T,61
795,MI MI_IDX MK,55
795,MC MI MK,62
795,MC MI MI_IDX,54
795,MC MI_IDX MK,52
795,MI MI_IDX MK T,57
795,MC MI MK T,57
795,MC MI MI_IDX T,61
795,MC MI_IDX MK T,53
795,MC MI MI_IDX MK,57
795,MC MI MI_IDX MK T,55
796,MI T,135044
796,MK T,103967
796,MI_IDX T,111842
796,MC T,105832
796,MI MK,85495
796,MI MI_IDX,163329
796,MC MI,100598
796,MI_IDX MK,123544
796,MC MK,91004
796,MC MI_IDX,127242
796,MI MK T,110601
796,MI MI_IDX T,115245
796,MC MI T,97084
796,MI_IDX MK T,108501
796,MC MK T,96825
796,MC MI_IDX T,97089
796,MI MI_IDX MK,100528
796,MC MI MK,122756
796,MC MI MI_IDX,134299
796,MC MI_IDX MK,82079
796,MI MI_IDX MK T,64353
796,MC MI MK T,86896
796,MC MI MI_IDX T,107562
796,MC MI_IDX MK T,99447
796,MC MI MI_IDX MK,108472
796,MC MI MI_IDX MK T,108174
797,MI T,13913
797,MK T,12668
797,MI_IDX T,11798
797,MC T,13923
797,MI MK,10979
797,MI MI_IDX,12976
797,MC MI,13989
797,MI_IDX MK,11861
797,MC MK,12156
797,MC MI_IDX,13335
797,MI MK T,13438
797,MI MI_IDX T,13535
797,MC MI T,13143
797,MI_IDX MK T,13103
797,MC MK T,12252
797,MC MI_IDX T,12235
797,MI MI_IDX MK,12993
797,MC MI MK,11493
797,MC MI MI_IDX,12386
797,MC MI_IDX MK,12121
797,MI MI_IDX MK T,13522
797,MC MI MK T,12763
797,MC MI MI_IDX T,12153
797,MC MI_IDX MK T,13487
797,MC MI MI_IDX MK,12829
797,MC MI MI_IDX MK T,13238
798,MI T,541484
798,MK T,603144
798,MI_IDX T,477146
798,MC T,538623
798,MI MK,621470
798,MI MI_IDX,597556
798,MC MI,573524
798,MI_IDX MK,636394
798,MC MK,576692
798,MC MI_IDX,600520
798,MI MK T,608974
798,MI MI_IDX T,565019
798,MC MI T,588089
798,MI_IDX MK T,557639
798,MC MK T,577861
798,MC MI_IDX T,551227
798,MI MI_IDX MK,558214
798,MC MI MK,573446
798,MC MI MI_IDX,521914
798,MC MI_IDX MK,554539
798,MI MI_IDX MK T,531060
798,MC MI MK T,619693
798,MC MI MI_IDX T,618359
798,MC MI_IDX MK T,510473
798,MC MI MI_IDX MK,523458
798,MC MI MI_IDX MK T,548206
799,MI T,1
799,MK T,1
799,MI_IDX T,1
799,MC T,1
799,MI MK,1
799,MI MI_IDX,1
799,MC MI,1
799,MI_IDX MK,1
799,MC MK,1
799,MC MI_IDX,1
799,MI MK T,1
799,MI MI_IDX T,1
799,MC MI T,1
799,MI_IDX MK T,1
799,MC MK T,1
799,MC MI_IDX T,1
799,MI MI_IDX MK,1
799,MC MI MK,1
799,MC MI MI_IDX,1
799,MC MI_IDX MK,1
799,MI MI_IDX MK T,1
799,MC MI MK T,1
799,MC MI MI_IDX T,1
799,MC MI_IDX MK T,1
799,MC MI MI_IDX MK,1
799,MC MI MI_IDX MK T,1
800,MI T,1
800,MK T,1
800,MI_IDX T,1
800,MC T,1
800,MI MK,1
800,MI MI_IDX,1
800,MC MI,1
800,MI_IDX MK,1
800,MC MK,1
800,MC MI_IDX,1
800,MI MK T,1
800,MI MI_IDX T,1
800,MC MI T,1
800,MI_IDX MK T,1
800,MC MK T,1
800,MC MI_IDX T,1
800,MI MI_IDX MK,1
800,MC MI MK,1
800,MC MI MI_IDX,1
800,MC MI_IDX MK,1
800,MI MI_IDX MK T,1
800,MC MI MK T,1
800,MC MI MI_IDX T,1
800,MC MI_IDX MK T,1
800,MC MI MI_IDX MK,1
800,MC MI MI_IDX MK T,1
801,MI T,1048805
801,MK T,1069243
801,MI_IDX T,1027774
801,MC T,964915
801,MI MK,908622
801,MI MI_IDX,945228
801,MC MI,927500
801,MI_IDX MK,931090
801,MC MK,851625
801,MC MI_IDX,794926
801,MI MK T,781405
801,MI MI_IDX T,861110
801,MC MI T,1030745
801,MI_IDX MK T,1035722
801,MC MK T,939388
801,MC MI_IDX T,1041309
801,MI MI_IDX MK,972798
801,MC MI MK,860737
801,MC MI MI_IDX,850002
801,MC MI_IDX MK,913187
801,MI MI_IDX MK T,1009169
801,MC MI MK T,911154
801,MC MI MI_IDX T,861480
801,MC MI_IDX MK T,944809
801,MC MI MI_IDX MK,834637
801,MC MI MI_IDX MK T,793078
802,MI T,270922
802,MK T,11639
802,MI_IDX T,279048
802,MC T,231158
802,MI MK,244002
802,MI MI_IDX,193990
802,MC MI,10770
802,MI_IDX MK,11571
802,MC MK,211893
802,MC MI_IDX,11523
802,MI MK T,188391
802,MI MI_IDX T,268604
802,MC MI T,230166
802,MI_IDX MK T,11643
802,MC MK T,267642
802,MC MI_IDX T,238550
802,MI MI_IDX MK,250291
802,MC MI MK,246194
802,MC MI MI_IDX,197754
802,MC MI_IDX MK,287636
802,MI MI_IDX MK T,240636
802,MC MI MK T,272796
802,MC MI MI_IDX T,205565
802,MC MI_IDX MK T,206935
802,MC MI MI_IDX MK,193753
802,MC MI MI_IDX MK T,12569
803,MI T,123968511
803,MK T,137225936
803,MI_IDX T,118927926
803,MC T,115229266
803,MI MK,118680528
803,MI MI_IDX,115495875
803,MC MI,111120829
803,MI_IDX MK,115143848
803,MC MK,123315861
803,MC MI_IDX,114067947
803,MI MK T,113634097
803,MI MI_IDX T,108137784
803,MC MI T,102924970
803,MI_IDX MK T,130214082
803,MC MK T,116859552
803,MC MI_IDX T,111439506
803,MI MI_IDX MK,111790171
803,MC MI MK,121762073
803,MC MI MI_IDX,111181031
803,MC MI_IDX MK,125353796
803,MI MI_IDX MK T,117617003
803,MC MI MK T,122446525
803,MC MI MI_IDX T,102100670
803,MC MI_IDX MK T,118645312
803,MC MI MI_IDX MK,111991004
803,MC MI MI_IDX MK T,128099988
804,MI T,358
804,MK T,417
804,MI_IDX T,396
804,MC T,418
804,MI MK,440
804,MI MI_IDX,384
804,MC MI,406
804,MI_IDX MK,427
804,MC MK,396
804,MC MI_IDX,430
804,MI MK T,343
804,MI MI_IDX T,378
804,MC MI T,335
804,MI_IDX MK T,385
804,MC MK T,387
804,MC MI_IDX T,356
804,MI MI_IDX MK,384
804,MC MI MK,375
804,MC MI MI_IDX,346
804,MC MI_IDX MK,474
804,MI MI_IDX MK T,341
804,MC MI MK T,410
804,MC MI MI_IDX T,364
804,MC MI_IDX MK T,341
804,MC MI MI_IDX MK,353
804,MC MI MI_IDX MK T,408
805,MI T,142
805,MK T,148
805,MI_IDX T,137
805,MC T,138
805,MI MK,138
805,MI MI_IDX,147
805,MC MI,133
805,MI_IDX MK,140
805,MC MK,136
805,MC MI_IDX,124
805,MI MK T,137
805,MI MI_IDX T,148
805,MC MI T,131
805,MI_IDX MK T,138
805,MC MK T,133
805,MC MI_IDX T,134
805,MI MI_IDX MK,136
805,MC MI MK,132
805,MC MI MI_IDX,150
805,MC MI_IDX MK,140
805,MI MI_IDX MK T,134
805,MC MI MK T,121
805,MC MI MI_IDX T,145
805,MC MI_IDX MK T,127
805,MC MI MI_IDX MK,129
805,MC MI MI_IDX MK T,127
806,MI T,99926975
806,MK T,98055146
806,MI_IDX T,98792071
806,MC T,107556479
806,MI MK,91536349
806,MI MI_IDX,102857845
806,MC MI,94655713
806,MI_IDX MK,90866187
806,MC MK,112437105
806,MC MI_IDX,98765216
806,MI MK T,106020383
806,MI MI_IDX T,92056842
806,MC MI T,96308351
806,MI_IDX MK T,101309996
806,MC MK T,103978870
806,MC MI_IDX T,103195082
806,MI MI_IDX MK,99516869
806,MC MI MK,91306717
806,MC MI MI_IDX,98859383
806,MC MI_IDX MK,92050968
806,MI MI_IDX MK T,93280690
806,MC MI MK T,95853362
806,MC MI MI_IDX T,104228199
806,MC MI_IDX MK T,99092146
806,MC MI MI_IDX MK,104705258
806,MC MI MI_IDX MK T,101555116
807,MI T,1298014
807,MK T,1192769
807,MI_IDX T,1053050
807,MC T,1108690
807,MI MK,994861
807,MI MI_IDX,1074715
807,MC MI,1073731
807,MI_IDX MK,1076031
807,MC MK,1109655
807,MC MI_IDX,1107704
807,MI MK T,1025971
807,MI MI_IDX T,1151097
807,MC MI T,1123414
807,MI_IDX MK T,1114277
807,MC MK T,1111301
807,MC MI_IDX T,1211260
807,MI MI_IDX MK,1177324
807,MC MI MK,1200842
807,MC MI MI_IDX,1106021
807,MC MI_IDX MK,1100910
807,MI MI_IDX MK T,1234743
807,MC MI MK T,1181697
807,MC MI MI_IDX T,1063543
807,MC MI_IDX MK T,1367929
807,MC MI MI_IDX MK,1040924
807,MC MI MI_IDX MK T,930381
808,MI T,12756
808,MK T,10668
808,MI_IDX T,12347
808,MC T,14296
808,MI MK,14414
808,MI MI_IDX,13890
808,MC MI,13304
808,MI_IDX MK,13385
808,MC MK,11981
808,MC MI_IDX,12736
808,MI MK T,12047
808,MI MI_IDX T,11982
808,MC MI T,14795
808,MI_IDX MK T,14834
808,MC MK T,11060
808,MC MI_IDX T,12236
808,MI MI_IDX MK,12885
808,MC MI MK,13338
808,MC MI MI_IDX,13338
808,MC MI_IDX MK,13636
808,MI MI_IDX MK T,14090
808,MC MI MK T,14674
808,MC MI MI_IDX T,12902
808,MC MI_IDX MK T,13372
808,MC MI MI_IDX MK,12792
808,MC MI MI_IDX MK T,13595
809,MI T,490
809,MK T,553
809,MI_IDX T,455
809,MC T,466
809,MI MK,428
809,MI MI_IDX,569
809,MC MI,571
809,MI_IDX MK,504
809,MC MK,521
809,MC MI_IDX,461
809,MI MK T,510
809,MI MI_IDX T,534
809,MC MI T,490
809,MI_IDX MK T,522
809,MC MK T,524
809,MC MI_IDX T,535
809,MI MI_IDX MK,487
809,MC MI MK,514
809,MC MI MI_IDX,498
809,MC MI_IDX MK,479
809,MI MI_IDX MK T,481
809,MC MI MK T,491
809,MC MI MI_IDX T,494
809,MC MI_IDX MK T,469
809,MC MI MI_IDX MK,521
809,MC MI MI_IDX MK T,537
810,MI T,1
810,MK T,1
810,MI_IDX T,1
810,MC T,1
810,MI MK,1
810,MI MI_IDX,1
810,MC MI,1
810,MI_IDX MK,1
810,MC MK,1
810,MC MI_IDX,1
810,MI MK T,1
810,MI MI_IDX T,1
810,MC MI T,1
810,MI_IDX MK T,1
810,MC MK T,1
810,MC MI_IDX T,1
810,MI MI_IDX MK,1
810,MC MI MK,1
810,MC MI MI_IDX,1
810,MC MI_IDX MK,1
810,MI MI_IDX MK T,1
810,MC MI MK T,1
810,MC MI MI_IDX T,1
810,MC MI_IDX MK T,1
810,MC MI MI_IDX MK,1
810,MC MI MI_IDX MK T,1
811,MI T,70
811,MK T,64
811,MI_IDX T,432
811,MC T,58
811,MI MK,61
811,MI MI_IDX,59
811,MC MI,469
811,MI_IDX MK,60
811,MC MK,467
811,MC MI_IDX,65
811,MI MK T,65
811,MI MI_IDX T,62
811,MC MI T,48
811,MI_IDX MK T,53
811,MC MK T,61
811,MC MI_IDX T,61
811,MI MI_IDX MK,61
811,MC MI MK,61
811,MC MI MI_IDX,527
811,MC MI_IDX MK,59
811,MI MI_IDX MK T,54
811,MC MI MK T,70
811,MC MI MI_IDX T,56
811,MC MI_IDX MK T,605
811,MC MI MI_IDX MK,54
811,MC MI MI_IDX MK T,431
812,MI T,397
812,MK T,362
812,MI_IDX T,406
812,MC T,358
812,MI MK,437
812,MI MI_IDX,350
812,MC MI,392
812,MI_IDX MK,404
812,MC MK,369
812,MC MI_IDX,421
812,MI MK T,423
812,MI MI_IDX T,398
812,MC MI T,422
812,MI_IDX MK T,435
812,MC MK T,455
812,MC MI_IDX T,393
812,MI MI_IDX MK,369
812,MC MI MK,415
812,MC MI MI_IDX,415
812,MC MI_IDX MK,381
812,MI MI_IDX MK T,474
812,MC MI MK T,432
812,MC MI MI_IDX T,402
812,MC MI_IDX MK T,419
812,MC MI MI_IDX MK,427
812,MC MI MI_IDX MK T,469
813,MI T,18719
813,MK T,20020
813,MI_IDX T,20841
813,MC T,21230
813,MI MK,17732
813,MI MI_IDX,19732
813,MC MI,17102
813,MI_IDX MK,19497
813,MC MK,18720
813,MC MI_IDX,17808
813,MI MK T,19739
813,MI MI_IDX T,18668
813,MC MI T,17861
813,MI_IDX MK T,19221
813,MC MK T,17325
813,MC MI_IDX T,19942
813,MI MI_IDX MK,20367
813,MC MI MK,19065
813,MC MI MI_IDX,20406
813,MC MI_IDX MK,18098
813,MI MI_IDX MK T,19196
813,MC MI MK T,19808
813,MC MI MI_IDX T,16836
813,MC MI_IDX MK T,17460
813,MC MI MI_IDX MK,17664
813,MC MI MI_IDX MK T,17208
814,MI T,1597
814,MK T,1711
814,MI_IDX T,1832
814,MC T,1489
814,MI MK,1776
814,MI MI_IDX,12896
814,MC MI,1567
814,MI_IDX MK,1659
814,MC MK,1667
814,MC MI_IDX,12554
814,MI MK T,1646
814,MI MI_IDX T,1569
814,MC MI T,1988
814,MI_IDX MK T,1594
814,MC MK T,11919
814,MC MI_IDX T,1805
814,MI MI_IDX MK,2162
814,MC MI MK,1754
814,MC MI MI_IDX,1750
814,MC MI_IDX MK,2005
814,MI MI_IDX MK T,12157
814,MC MI MK T,1541
814,MC MI MI_IDX T,1918
814,MC MI_IDX MK T,13373
814,MC MI MI_IDX MK,13553
814,MC MI MI_IDX MK T,1778
815,MI T,565
815,MK T,637
815,MI_IDX T,688
815,MC T,669
815,MI MK,593
815,MI MI_IDX,603
815,MC MI,559
815,MI_IDX MK,663
815,MC MK,592
815,MC MI_IDX,586
815,MI MK T,551
815,MI MI_IDX T,598
815,MC MI T,610
815,MI_IDX MK T,581
815,MC MK T,546
815,MC MI_IDX T,701
815,MI MI_IDX MK,557
815,MC MI MK,671
815,MC MI MI_IDX,631
815,MC MI_IDX MK,671
815,MI MI_IDX MK T,564
815,MC MI MK T,597
815,MC MI MI_IDX T,498
815,MC MI_IDX MK T,618
815,MC MI MI_IDX MK,747
815,MC MI MI_IDX MK T,549
816,MI T,306633
816,MK T,282210
816,MI_IDX T,449928
816,MC T,412437
816,MI MK,320773
816,MI MI_IDX,359035
816,MC MI,389541
816,MI_IDX MK,459832
816,MC MK,366030
816,MC MI_IDX,367999
816,MI MK T,390028
816,MI MI_IDX T,326631
816,MC MI T,319759
816,MI_IDX MK T,402735
816,MC MK T,288311
816,MC MI_IDX T,324671
816,MI MI_IDX MK,371145
816,MC MI MK,278266
816,MC MI MI_IDX,451798
816,MC MI_IDX MK,383019
816,MI MI_IDX MK T,271040
816,MC MI MK T,325415
816,MC MI MI_IDX T,374986
816,MC MI_IDX MK T,265173
816,MC MI MI_IDX MK,383568
816,MC MI MI_IDX MK T,426365
817,MI T,1337
817,MK T,1609
817,MI_IDX T,1646
817,MC T,1512
817,MI MK,1503
817,MI MI_IDX,1543
817,MC MI,1506
817,MI_IDX MK,1491
817,MC MK,1532
817,MC MI_IDX,1625
817,MI MK T,1400
817,MI MI_IDX T,1517
817,MC MI T,1562
817,MI_IDX MK T,1373
817,MC MK T,1494
817,MC MI_IDX T,1362
817,MI MI_IDX MK,1635
817,MC MI MK,1574
817,MC MI MI_IDX,1335
817,MC MI_IDX MK,1558
817,MI MI_IDX MK T,1768
817,MC MI MK T,1527
817,MC MI MI_IDX T,1563
817,MC MI_IDX MK T,1416
817,MC MI MI_IDX MK,1439
817,MC MI MI_IDX MK T,1285
818,MI T,81194
818,MK T,85858
818,MI_IDX T,82211
818,MC T,103177
818,MI MK,81495
818,MI MI_IDX,81941
818,MC MI,89264
818,MI_IDX MK,91065
818,MC MK,92688
818,MC MI_IDX,81464
818,MI MK T,76920
818,MI MI_IDX T,87974
818,MC MI T,79756
818,MI_IDX MK T,89389
818,MC MK T,92387
818,MC MI_IDX T,85767
818,MI MI_IDX MK,90212
818,MC MI MK,82680
818,MC MI MI_IDX,85495
818,MC MI_IDX MK,80560
818,MI MI_IDX MK T,92249
818,MC MI MK T,82643
818,MC MI MI_IDX T,82124
818,MC MI_IDX MK T,99629
818,MC MI MI_IDX MK,79836
818,MC MI MI_IDX MK T,84102
