QueryID,Tables,bayescard_Estimate
138,B T P U V,15230751.35
139,P C,168630.6613
139,PL C P,26210.92437
139,V C P,860433.7015
139,PL P,8237.890075
139,V P,244120.9801
139,B P U,3449514.275
139,U P,89893.87454
139,V PL P,467091.9099
139,U B,80446.35087
139,PL C P,16550.46108
139,V C P,626133.1383
139,B C P U,6901351.479
139,U C P,176740.0055
139,V C PL P,877560.889
139,V P PL,53416.67581
139,B P PL U,229432.3089
139,U P PL,8230.805705
139,B P V U,13782554.77
139,U P V,243911.0424
139,U P B,3448326.033
139,V C P PL,109069.5528
139,B C P PL U,16076.35268
139,U C P PL,16536.22811
139,B C P V U,608000.0
139,U C P V,625594.6801
139,U C P B,6898938.81
139,B P PL V U,900873.3522
139,U P PL V,53370.73886
139,U P PL B,229312.113
139,U P V B,13777586.03
139,B C P PL V U,105945.1208
139,U C P PL V,108975.7559
139,U C P PL B,641922.9326
139,U C P V B,12300000.0
139,U P PL V B,900398.4532
139,U C P PL V B,4230350.254
140,P C,22856.09542
140,PL C P,19645.04617
140,PH C P,529790.0
140,V C P,578579.3942
140,B C U,10118642.52
140,U C,141237.812
140,PL P,6800.433489
140,PH P,78932.43075
140,V P,87940.61739
140,PH PL P,74218.78003
140,V PL P,450952.8954
140,V PH P,1551551.905
140,U B,81454.61899
140,PL C P,9875.982932
140,PH C P,129815.1803
140,V C P,140793.5219
140,B C P U,1711829.132
140,U C P,22856.09542
140,PH C PL P,111167.5068
140,V C PL P,636901.0757
140,B C PL U P,19410.29219
140,U C PL P,19645.04617
140,V C PH P,2720000.0
140,B C PH U P,10118642.52
140,U C PH P,529790.0
140,B C V U P,572000.0
140,U C V P,578579.3942
140,U C B,10118642.52
140,PH P PL,44076.62041
140,V P PL,211983.9901
140,V P PH,594734.8914
140,V PL PH P,3369546.579
140,PH C P PL,64007.65794
140,V C P PL,301161.3047
140,B C P PL U,9757.967111
140,U C P PL,9875.982932
140,V C P PH,951143.5858
140,B C P PH U,128263.9175
140,U C P PH,129815.1803
140,B C P V U,139111.0703
140,U C P V,140793.5219
140,U C P B,1711829.132
140,V C PL PH P,4672968.514
140,B C PL PH U P,109839.0796
140,U C PL PH P,111167.5068
140,B C PL V U P,629290.2481
140,U C PL V P,636901.0757
140,U C PL B P,19410.29219
140,B C PH V U P,2690000.0
140,U C PH V P,2720000.0
140,U C PH B P,10118642.52
140,U C V B P,572000.0
140,V P PL PH,1471547.468
140,V C P PL PH,2074767.417
140,B C P PL PH U,63242.78053
140,U C P PL PH,64007.65794
140,B C P PL V U,297562.4934
140,U C P PL V,301161.3047
140,U C P PL B,9757.967111
140,B C P PH V U,939777.6294
140,U C P PH V,951143.5858
140,U C P PH B,128263.9175
140,U C P V B,139111.0703
140,B C PL PH V U P,4620000.0
140,U C PL PH V P,4672968.514
140,U C PL PH B P,109839.0796
140,U C PL V B P,629290.2481
140,U C PH V B P,2690000.0
140,B C P PL PH V U,2049974.403
140,U C P PL PH V,2074767.417
140,U C P PL PH B,63242.78053
140,U C P PL V B,297562.4934
140,U C P PH V B,939777.6294
140,U C PL PH V B P,4620000.0
140,U C P PL PH V B,2049974.403
141,P C,171941.7197
141,PL C P,27443.11462
141,PH C P,704085.0
141,V C P,860621.0671
141,B C U,15891541.62
141,U C,183342.1073
141,PL P,11143.22857
141,PH P,291044.5638
141,V P,289313.8066
141,PH PL P,78059.15104
141,V PL P,480589.5407
141,V PH P,1571304.193
141,U B,84820.36277
141,PL C P,22958.33125
141,PH C P,690835.4781
141,V C P,751383.3349
141,B C P U,171821.986
141,U C P,171941.7197
141,PH C PL P,155308.4503
141,V C PL P,903239.0491
141,B C PL U P,27424.00428
141,U C PL P,27443.11462
141,V C PH P,4080000.0
141,B C PH U P,704000.0
141,U C PH P,704085.0
141,B C V U P,860000.0
141,U C V P,860621.0671
141,U C B,15891541.62
141,PH P PL,58695.73793
141,V P PL,143212.151
141,V P PH,1302676.408
141,V PL PH P,3590993.337
141,PH C P PL,122252.0087
141,V C P PL,305546.5125
141,B C P PL U,22942.34395
141,U C P PL,22958.33125
141,V C P PH,3390000.0
141,B C P PH U,690000.0
141,U C P PH,690835.4781
141,B C P V U,751000.0
141,U C P V,751383.3349
141,U C P B,171821.986
141,V C PL PH P,6628011.493
141,B C PL PH U P,155200.2994
141,U C PL PH P,155308.4503
141,B C PL V U P,902610.0679
141,U C PL V P,903239.0491
141,U C PL B P,27424.00428
141,B C PH V U P,4070000.0
141,U C PH V P,4080000.0
141,U C PH B P,704000.0
141,U C V B P,860000.0
141,V P PL PH,906538.5958
141,V C P PL PH,1943775.764
141,B C P PL PH U,122166.8771
141,U C P PL PH,122252.0087
141,B C P PL V U,305333.7416
141,U C P PL V,305546.5125
141,U C P PL B,22942.34395
141,B C P PH V U,3390000.0
141,U C P PH V,3390000.0
141,U C P PH B,690000.0
141,U C P V B,751000.0
141,B C PL PH V U P,6620000.0
141,U C PL PH V P,6628011.493
141,U C PL PH B P,155200.2994
141,U C PL V B P,902610.0679
141,U C PH V B P,4070000.0
141,B C P PL PH V U,1940000.0
141,U C P PL PH V,1943775.764
141,U C P PL PH B,122166.8771
141,U C P PL V B,305333.7416
141,U C P PH V B,3390000.0
141,U C PL PH V B P,6620000.0
141,U C P PL PH V B,1940000.0
142,P C,67881.59147
142,PL C P,21038.88016
142,PH C P,517192.0455
142,V C P,583194.4744
142,B C U,10055107.76
142,U C,128154.4675
142,PL P,11730.24505
142,PH P,214446.6077
142,V P,163177.1474
142,PH PL P,79969.19672
142,V PL P,510854.5366
142,V PH P,1518524.062
142,U B,84820.36277
142,PL C P,16448.43342
142,PH C P,359025.6744
142,V C P,264905.7508
142,B C P U,67841.34569
142,U C P,67881.59147
142,PH C PL P,118702.5884
142,V C PL P,677548.1265
142,B C PL U P,21026.40659
142,U C PL P,21038.88016
142,V C PH P,2720000.0
142,B C PH U P,517000.0
142,U C PH P,517192.0455
142,B C V U P,583000.0
142,U C V P,583194.4744
142,U C B,10055107.76
142,PH P PL,74915.02113
142,V P PL,499217.3784
142,V P PH,1073172.136
142,V PL PH P,3709395.699
142,PH C P PL,106106.1974
142,V C P PL,637239.5129
142,B C P PL U,16438.68144
142,U C P PL,16448.43342
142,V C P PH,1765715.65
142,B C P PH U,358812.8146
142,U C P PH,359025.6744
142,B C P V U,264748.6929
142,U C P V,264905.7508
142,U C P B,67841.34569
142,V C PL PH P,4918711.595
142,B C PL PH U P,118632.2117
142,U C PL PH P,118702.5884
142,B C PL V U P,677146.4204
142,U C PL V P,677548.1265
142,U C PL B P,21026.40659
142,B C PH V U P,2720000.0
142,U C PH V P,2720000.0
142,U C PH B P,517000.0
142,U C V B P,583000.0
142,V P PL PH,3701605.184
142,V C P PL PH,4701734.951
142,B C P PL PH U,106043.2889
142,U C P PL PH,106106.1974
142,B C P PL V U,636861.705
142,U C P PL V,637239.5129
142,U C P PL B,16438.68144
142,B C P PH V U,1760000.0
142,U C P PH V,1765715.65
142,U C P PH B,358812.8146
142,U C P V B,264748.6929
142,B C PL PH V U P,4920000.0
142,U C PL PH V P,4918711.595
142,U C PL PH B P,118632.2117
142,U C PL V B P,677146.4204
142,U C PH V B P,2720000.0
142,B C P PL PH V U,4698947.377
142,U C P PL PH V,4701734.951
142,U C P PL PH B,106043.2889
142,U C P PL V B,636861.705
142,U C P PH V B,1760000.0
142,U C PL PH V B P,4920000.0
142,U C P PL PH V B,4698947.377
143,P C,30950.80338
143,PL C P,26663.46785
143,PH C P,690045.7391
143,V C P,646600.1067
143,B C U,14644407.65
143,U C,167756.8844
143,PL P,6687.655189
143,PH P,78430.9409
143,V P,68672.36278
143,PH PL P,78059.15104
143,V PL P,368435.8768
143,V PH P,1214212.865
143,U B,76878.20113
143,PL C P,13397.78157
143,PH C P,182114.9181
143,V C P,173390.4023
143,B C P U,2615643.118
143,U C P,30950.80338
143,PH C PL P,150226.9689
143,V C PL P,650039.1455
143,B C PL U P,25028.3894
143,U C PL P,26663.46785
143,V C PH P,3080000.0
143,B C PH U P,14600000.0
143,U C PH P,690045.7391
143,B C V U P,607000.0
143,U C V P,646600.1067
143,U C B,14644407.65
143,PH P PL,43114.66256
143,V P PL,155254.5681
143,V P PH,462456.8005
143,V PL PH P,2752974.559
143,PH C P PL,86314.29766
143,V C P PL,299860.0752
143,B C P PL U,12576.19211
143,U C P PL,13397.78157
143,V C P PH,1168566.14
143,B C P PH U,170947.1217
143,U C P PH,182114.9181
143,B C P V U,162757.6177
143,U C P V,173390.4023
143,U C P B,2615643.118
143,V C PL PH P,4742716.479
143,B C PL PH U P,141014.6308
143,U C PL PH P,150226.9689
143,B C PL V U P,610176.9262
143,U C PL V P,650039.1455
143,U C PL B P,25028.3894
143,B C PH V U P,2890000.0
143,U C PH V P,3080000.0
143,U C PH B P,14600000.0
143,U C V B P,607000.0
143,V P PL PH,1069183.288
143,V C P PL PH,2046061.871
143,B C P PL PH U,81021.26341
143,U C P PL PH,86314.29766
143,B C P PL V U,281471.8163
143,U C P PL V,299860.0752
143,U C P PL B,12576.19211
143,B C P PH V U,1096906.394
143,U C P PH V,1168566.14
143,U C P PH B,170947.1217
143,U C P V B,162757.6177
143,B C PL PH V U P,4450000.0
143,U C PL PH V P,4742716.479
143,U C PL PH B P,141014.6308
143,U C PL V B P,610176.9262
143,U C PH V B P,2890000.0
143,B C P PL PH V U,1920591.632
143,U C P PL PH V,2046061.871
143,U C P PL PH B,81021.26341
143,U C P PL V B,281471.8163
143,U C P PH V B,1096906.394
143,U C PL PH V B P,4450000.0
143,U C P PL PH V B,1920591.632
144,P C,93187.61504
144,PH C P,704085.0
144,V C P,860621.0671
144,PH P,220857.6378
144,V P,165509.8898
144,B P U,428117.8703
144,U P,41123.00783
144,V PH P,1571304.193
144,U B,64382.87618
144,PH C P,515978.7547
144,V C P,428253.5939
144,B C P U,890343.7481
144,U C P,82575.02644
144,V C PH P,4080000.0
144,V P PH,1114557.902
144,B P PH U,2281756.978
144,U P PH,219174.9435
144,B P V U,2176033.746
144,U P V,184329.9128
144,U P B,194362.3275
144,V C P PH,2900000.0
144,B C P PH U,890343.7481
144,U C P PH,82575.02644
144,B C P V U,1937500.094
144,U C P V,164123.9361
144,U C P B,393333.2262
144,B P PH V U,11600000.0
144,U P PH V,982430.5264
144,U P PH B,1035900.689
144,U P V B,889385.505
144,B C P PH V U,13100000.0
144,U C P PH V,1110265.555
144,U C P PH B,393333.2262
144,U C P V B,792000.0
144,U P PH V B,4740000.0
144,U C P PH V B,5360000.0
145,P C,92195.96873
145,PL C P,27127.50648
145,PH C P,199555.238
145,V C P,858743.3907
145,PL P,4740.671217
145,PH P,64120.61491
145,V P,156469.4944
145,U P,45832.48275
145,PH PL P,9008.258916
145,V PL P,32111.12619
145,V PH P,442639.1915
145,PL C P,15091.83577
145,PH C P,152751.6583
145,V C P,416880.6762
145,U C P,91311.59871
145,PH C PL P,31061.96239
145,V C PL P,123302.9806
145,V C PH P,1152646.766
145,PH P PL,7116.882774
145,V P PL,19505.73505
145,U P PL,4638.432669
145,V P PH,311720.1907
145,U P PH,62737.77306
145,U P V,153095.0327
145,V PL PH P,35740.19233
145,PH C P PL,25145.53248
145,V C P PL,81208.49721
145,U C P PL,14766.36132
145,V C P PH,839691.9202
145,U C P PH,149457.3763
145,U C P V,407890.1192
145,V C PL PH P,162537.1432
145,V P PL PH,30839.35398
145,U P PL PH,6963.39823
145,U P PL V,19085.0693
145,U P PH V,304997.552
145,V C P PL PH,143783.2463
145,U C P PL PH,24603.23739
145,U C P PL V,79457.13366
145,U C P PH V,821582.906
145,U P PL PH V,30174.26446
145,U C P PL PH V,140682.3794
146,P C,169096.0451
146,PL C P,28299.49867
146,PH C P,678851.2368
146,V C P,848554.4145
146,PL P,8943.536072
146,PH P,285388.2252
146,V P,318641.023
146,U P,90939.89812
146,PH PL P,29765.80715
146,V PL P,31577.73667
146,V PH P,1582903.857
146,PL C P,27684.44369
146,PH C P,657557.5254
146,V C P,797854.0469
146,U C P,168495.9522
146,PH C PL P,112357.1536
146,V C PL P,131597.8133
146,V C PH P,3740000.0
146,PH P PL,30257.61841
146,V P PL,31164.02118
146,U P PL,8911.796999
146,V P PH,1551506.669
146,U P PH,284375.4314
146,U P V,413645.5144
146,V PL PH P,119008.4525
146,PH C P PL,110314.138
146,V C P PL,128369.2466
146,U C P PL,27586.19636
146,V C P PH,3620000.0
146,U C P PH,655223.9667
146,U C P V,795022.5999
146,V C PL PH P,607106.4434
146,V P PL PH,120247.1558
146,U P PL PH,30150.23932
146,U P PL V,31053.42542
146,U P PH V,1546000.638
146,V C P PL PH,593939.2956
146,U C P PL PH,109922.6521
146,U C P PL V,127913.6862
146,U C P PH V,3610000.0
146,U P PL PH V,119820.4193
146,U C P PL PH V,591831.5071
